periode_data;wilayah;kecamatan;kelurahan;nama_rptra
2024;KOTA ADM. JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA UTARA;DWI CHANDRA LOKA
2024;KOTA ADM. JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA UTARA;DELAS
2024;KOTA ADM. JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;PINANG INDAH
2024;KOTA ADM. JAKARTA SELATAN;KEBAYORAN LAMA;CIPULIR;MANGGA ULIR
2024;KOTA ADM. JAKARTA SELATAN;KEBAYORAN LAMA;GROGOL UTARA;KEMANDORAN
2024;KOTA ADM. JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA SELATAN;KAMPUNG PERIGI
2024;KOTA ADM. JAKARTA SELATAN;CILANDAK;CILANDAK BARAT;INTAN
2024;KOTA ADM. JAKARTA SELATAN;CILANDAK;LEBAK BULUS;MAWAR
2024;KOTA ADM. JAKARTA SELATAN;CILANDAK;LEBAK BULUS;ANGGREK
2024;KOTA ADM. JAKARTA SELATAN;CILANDAK;PONDOK LABU;PINANG POLA
2024;KOTA ADM. JAKARTA SELATAN;CILANDAK;PONDOK LABU;POLA IDAMAN
2024;KOTA ADM. JAKARTA SELATAN;CILANDAK;PONDOK LABU;BANGO KRUKUT POLA
2024;KOTA ADM. JAKARTA SELATAN;CILANDAK;GANDARIA SELATAN;BAHARI
2024;KOTA ADM. JAKARTA SELATAN;CILANDAK;CIPETE SELATAN;TAMAN GAJAH
2024;KOTA ADM. JAKARTA SELATAN;KEBAYORAN BARU;KRAMAT PELA;TUNAS MUDA
2024;KOTA ADM. JAKARTA SELATAN;KEBAYORAN BARU;GANDARIA UTARA;DWIJAYA
2024;KOTA ADM. JAKARTA SELATAN;KEBAYORAN BARU;CIPETE UTARA;TAMAN SAWO
2024;KOTA ADM. JAKARTA SELATAN;PANCORAN;DUREN TIGA;TIGA DURIAN
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;BERINGIN
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;TAMAN MATOA
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;MUAWWANAH
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;SHIBI
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;CITRA BETAWI
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;BETAWI NGUMPUL
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;H. LELE
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;TIGA PESONA
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;CIGANJUR;CIGANJUR BERSERI
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;CIGANJUR;TAMAN JANGKRIK
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;LENTENG AGUNG;TAMAN LENTENG AGUNG
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;CIPEDAK;CIPEDAK GEMILANG
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;CIPEDAK;CENDEKIA
2024;KOTA ADM. JAKARTA SELATAN;JAGAKARSA;CIPEDAK;CINTA ASELIH
2024;KOTA ADM. JAKARTA SELATAN;PESANGGRAHAN;PESANGGRAHAN;PUSPITA
2024;KOTA ADM. JAKARTA SELATAN;PESANGGRAHAN;PESANGGRAHAN;ABDI PRAJA
2024;KOTA ADM. JAKARTA SELATAN;PESANGGRAHAN;BINTARO;ANGGREK BINTARO
2024;KOTA ADM. JAKARTA SELATAN;PESANGGRAHAN;BINTARO;PERMAI
2024;KOTA ADM. JAKARTA SELATAN;PESANGGRAHAN;BINTARO;ASTHABRATA
2024;KOTA ADM. JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN UTARA;BHINNEKA
2024;KOTA ADM. JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN UTARA;PETUKANGAN BERSERI
2024;KOTA ADM. JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN SELATAN;MANUNGGAL
2024;KOTA ADM. JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;NUSANTARA
2024;KOTA ADM. JAKARTA TIMUR;MATRAMAN;UTAN KAYU UTARA;UTAKARA BERIMAN
2024;KOTA ADM. JAKARTA TIMUR;MATRAMAN;UTAN KAYU SELATAN;UTAKASE BERSERI
2024;KOTA ADM. JAKARTA TIMUR;MATRAMAN;UTAN KAYU SELATAN;PUSPA HATI
2024;KOTA ADM. JAKARTA TIMUR;PULOGADUNG;PULO GADUNG;KAYUMAS
2024;KOTA ADM. JAKARTA TIMUR;PULOGADUNG;JATINEGARA KAUM;JAKA TERATAI
2024;KOTA ADM. JAKARTA TIMUR;PULOGADUNG;JATINEGARA KAUM;JAKA BERSERI
2024;KOTA ADM. JAKARTA TIMUR;PULOGADUNG;RAWAMANGUN;BERINGIN INDAH
2024;KOTA ADM. JAKARTA TIMUR;PULOGADUNG;JATI;JATI BERSINAR
2024;KOTA ADM. JAKARTA TIMUR;JATINEGARA;BIDARA CINA;PERMATA INTAN
2024;KOTA ADM. JAKARTA TIMUR;JATINEGARA;BIDARA CINA;RUSUNAMI BERIMAN
2024;KOTA ADM. JAKARTA TIMUR;JATINEGARA;RAWA BUNGA;CITRA PERMATA
2024;KOTA ADM. JAKARTA TIMUR;JATINEGARA;CIPINANG CEMPEDAK;WANGI CEMPEDAK
2024;KOTA ADM. JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR SELATAN;CBS BAHAGIA
2024;KOTA ADM. JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR UTARA;CIBESUT
2024;KOTA ADM. JAKARTA TIMUR;KRAMATJATI;KRAMATJATI;MUSTIKA
2024;KOTA ADM. JAKARTA TIMUR;KRAMATJATI;TENGAH;DAHLIA
2024;KOTA ADM. JAKARTA TIMUR;KRAMATJATI;BATU AMPAR;UDARA SEGAR 126
2024;KOTA ADM. JAKARTA TIMUR;KRAMATJATI;BATU AMPAR;MUARA CONDET
2024;KOTA ADM. JAKARTA TIMUR;KRAMATJATI;CILILITAN;CILILITAN
2024;KOTA ADM. JAKARTA TIMUR;PASAR REBO;GEDONG;GEDONG TRIKORA
2024;KOTA ADM. JAKARTA TIMUR;PASAR REBO;PEKAYON;KOPI GANDARIA
2024;KOTA ADM. JAKARTA TIMUR;PASAR REBO;PEKAYON;KACA PIRING
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;JATINEGARA;JATINEGARA
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;PENGGILINGAN;PENGGILINGAN
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;PENGGILINGAN;CITRA BANGSA
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;PENGGILINGAN;PULO INDAH
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;PENGGILINGAN;KOMARUDIN
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;CAKUNG TIMUR;CAKTIM TERSENYUM
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;PULO GEBANG;PULO GEBANG INDAH
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;PULO GEBANG;PULO GEBANG PERMAI
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;PULO GEBANG;CAHAYA UJUNG KRAWANG
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;PULO GEBANG;DAMAI INDAH RAWABEBEK
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;UJUNG MENTENG;KENANGA BERSERI
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;UJUNG MENTENG;SANGKURIANG
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;UJUNG MENTENG;MENTENG ASRI
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;CAKUNG BARAT;GRIYA TIPAR
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;CAKUNG BARAT;CEMPAKA SARI
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;CAKUNG BARAT;ALBO LESTARI
2024;KOTA ADM. JAKARTA TIMUR;CAKUNG;CAKUNG BARAT;POOL ASRI
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;DUREN SAWIT;RATU KARENSA INDAH
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;DUREN SAWIT;DURSA BERSATU
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;PONDOK BAMBU;PONDOK BAMBU BERSERI
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;PONDOK KELAPA;IKAPOLA
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;PONDOK KELAPA;DKI BERSERI
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;PONDOK KELAPA;PONDOK KELAPA BERSERI
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;MALAKA SARI;MALAKA SARI
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;MALAKA JAYA;BUNGA RAMPAI
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;PONDOK KOPI;RAWAJAYA
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;PONDOK KOPI;ARABIKA
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;PONDOK KOPI;PESONA
2024;KOTA ADM. JAKARTA TIMUR;DUREN SAWIT;KLENDER;VLABOEAN
2024;KOTA ADM. JAKARTA TIMUR;MAKASAR;PINANGRANTI;KAMPUNG PULO ASRI
2024;KOTA ADM. JAKARTA TIMUR;MAKASAR;KEBON PALA;KEBON PALA BERSERI
2024;KOTA ADM. JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;PILAR JATI
2024;KOTA ADM. JAKARTA TIMUR;CIRACAS;CIRACAS;CIRACAS PRIMA
2024;KOTA ADM. JAKARTA TIMUR;CIRACAS;CIBUBUR;CIBUBUR BERSERI
2024;KOTA ADM. JAKARTA TIMUR;CIRACAS;KELAPA DUA WETAN;JAYA MAKMUR
2024;KOTA ADM. JAKARTA TIMUR;CIRACAS;KELAPA DUA WETAN;DAHLIA KDW
2024;KOTA ADM. JAKARTA TIMUR;CIRACAS;SUSUKAN;SUSUKAN CERIA
2024;KOTA ADM. JAKARTA TIMUR;CIRACAS;RAMBUTAN;TANAH MERDEKA
2024;KOTA ADM. JAKARTA TIMUR;CIPAYUNG;CIPAYUNG;PAYUNG TUNAS TERATAI
2024;KOTA ADM. JAKARTA TIMUR;CIPAYUNG;CILANGKAP;TAMPLAS BAMBU
2024;KOTA ADM. JAKARTA TIMUR;CIPAYUNG;CILANGKAP;GARUDA
2024;KOTA ADM. JAKARTA TIMUR;CIPAYUNG;PONDOK RANGGON;RANGGON KUSUMA BARU
2024;KOTA ADM. JAKARTA TIMUR;CIPAYUNG;PONDOK RANGGON;TUNAS BANGSA BISA
2024;KOTA ADM. JAKARTA TIMUR;CIPAYUNG;BAMBU APUS;GEBANG SARI
2024;KOTA ADM. JAKARTA TIMUR;CIPAYUNG;BAMBU APUS;BAMBU PETUNG
2024;KOTA ADM. JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;MUTIARA RAWA BINONG
2024;KAB. ADM. KEP. SERIBU;KEPULAUAN SERIBU UTARA;PULAU PANGGANG;TANJUNG ELANG BERSERI
2024;KAB. ADM. KEP. SERIBU;KEPULAUAN SERIBU UTARA;PULAU PANGGANG;TANJONG TIMOR
2024;KAB. ADM. KEP. SERIBU;KEPULAUAN SERIBU UTARA;PULAU KELAPA;NYIUR MELAMBAI
2024;KAB. ADM. KEP. SERIBU;KEPULAUAN SERIBU UTARA;PULAU KELAPA;ARUNG PALAKKA
2024;KAB. ADM. KEP. SERIBU;KEPULAUAN SERIBU UTARA;PULAU HARAPAN;HARAPAN WIDYA BAHARI
2024;KAB. ADM. KEP. SERIBU;KEPULAUAN SERIBU UTARA;PULAU HARAPAN;JAGA UTARA
2024;KAB. ADM. KEP. SERIBU;KEPULAUAN SERIBU SELATAN;PULAU UNTUNG JAWA;AMITERDAM
2024;KAB. ADM. KEP. SERIBU;KEPULAUAN SERIBU SELATAN;PULAU TIDUNG;TIDUNG CERIA
2024;KAB. ADM. KEP. SERIBU;KEPULAUAN SERIBU SELATAN;PULAU PARI;KLANCENG PUTIH
2024;KOTA ADM. JAKARTA PUSAT;GAMBIR;CIDENG;KENANGA
2024;KOTA ADM. JAKARTA PUSAT;GAMBIR;CIDENG;MUSTIKA
2024;KOTA ADM. JAKARTA PUSAT;GAMBIR;PETOJO UTARA;KEJORA
2024;KOTA ADM. JAKARTA PUSAT;GAMBIR;PETOJO UTARA;FLAMBOYAN KEJORA
2024;KOTA ADM. JAKARTA PUSAT;GAMBIR;PETOJO SELATAN;TANAH ABANG 3
2024;KOTA ADM. JAKARTA PUSAT;GAMBIR;DURI PULO;MELATI DURI PULO
2024;KOTA ADM. JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;PINTU AIR
2024;KOTA ADM. JAKARTA PUSAT;SAWAH BESAR;PASAR BARU;JAYA MOLEK
2024;KOTA ADM. JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;KARANG ANYAR
2024;KOTA ADM. JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;SAHARA
2024;KOTA ADM. JAKARTA PUSAT;SAWAH BESAR;MANGGA DUA SELATAN;MADUSELA
2024;KOTA ADM. JAKARTA PUSAT;KEMAYORAN;KEMAYORAN;BANDAR KEMAYORAN
2024;KOTA ADM. JAKARTA PUSAT;KEMAYORAN;HARAPAN MULIA;HARAPAN MULIA
2024;KOTA ADM. JAKARTA PUSAT;KEMAYORAN;SERDANG;KRIDA SERDANG
2024;KOTA ADM. JAKARTA PUSAT;KEMAYORAN;SERDANG;SERDANG BARU
2024;KOTA ADM. JAKARTA PUSAT;KEMAYORAN;SUMUR BATU;MUTIARA SUMUR BATU
2024;KOTA ADM. JAKARTA PUSAT;KEMAYORAN;UTAN PANJANG;KAMPUNG BUDAYA
2024;KOTA ADM. JAKARTA PUSAT;SENEN;SENEN;PLANET SENEN
2024;KOTA ADM. JAKARTA PUSAT;SENEN;KENARI;MH THAMRIN
2024;KOTA ADM. JAKARTA PUSAT;SENEN;PASEBAN;ANNUR
2024;KOTA ADM. JAKARTA PUSAT;CEMPAKA PUTIH;CEMPAKA PUTIH TIMUR;KAMPUNG BENDA
2024;KOTA ADM. JAKARTA PUSAT;CEMPAKA PUTIH;CEMPAKA PUTIH TIMUR;BERINGIN
2024;KOTA ADM. JAKARTA PUSAT;CEMPAKA PUTIH;CEMPAKA PUTIH TIMUR;MATAHARI
2024;KOTA ADM. JAKARTA PUSAT;CEMPAKA PUTIH;CEMPAKA PUTIH TIMUR;ANGGREK
2024;KOTA ADM. JAKARTA PUSAT;CEMPAKA PUTIH;CEMPAKA PUTIH BARAT;MARDANI ASRI
2024;KOTA ADM. JAKARTA PUSAT;CEMPAKA PUTIH;RAWASARI;RAWASARI CERIA
2024;KOTA ADM. JAKARTA PUSAT;MENTENG;PEGANGSAAN;BOROBUDUR
2024;KOTA ADM. JAKARTA PUSAT;MENTENG;PEGANGSAAN;AMIR HAMZAH
2024;KOTA ADM. JAKARTA PUSAT;MENTENG;GONDANGDIA;GONDANGDIA
2024;KOTA ADM. JAKARTA PUSAT;MENTENG;KEBON SIRIH;KEBON SIRIH
2024;KOTA ADM. JAKARTA PUSAT;TANAH ABANG;BENDUNGAN HILIR;TAMAN GUNTUR
2024;KOTA ADM. JAKARTA PUSAT;TANAH ABANG;BENDUNGAN HILIR;TAMAN KEUANGAN
2024;KOTA ADM. JAKARTA PUSAT;TANAH ABANG;BENDUNGAN HILIR;TAMAN RANING
2024;KOTA ADM. JAKARTA PUSAT;TANAH ABANG;BENDUNGAN HILIR;MELATI 04
2024;KOTA ADM. JAKARTA PUSAT;TANAH ABANG;BENDUNGAN HILIR;RUSBEN 2
2024;KOTA ADM. JAKARTA PUSAT;TANAH ABANG;KARET TENGSIN;INTILAND TEDUH KARET TENGSIN
2024;KOTA ADM. JAKARTA PUSAT;TANAH ABANG;KARET TENGSIN;SEGAS SEGAR BERSERI
2024;KOTA ADM. JAKARTA PUSAT;TANAH ABANG;PETAMBURAN;PETAMBURAN
2024;KOTA ADM. JAKARTA PUSAT;TANAH ABANG;KEBON MELATI;BONTI
2024;KOTA ADM. JAKARTA PUSAT;TANAH ABANG;KAMPUNG BALI;HATI SUCI
2024;KOTA ADM. JAKARTA PUSAT;TANAH ABANG;KAMPUNG BALI;H.HASBI
2024;KOTA ADM. JAKARTA PUSAT;JOHAR BARU;JOHAR BARU;JOHAR BERSERI
2024;KOTA ADM. JAKARTA PUSAT;JOHAR BARU;KAMPUNG RAWA;RAWA INDAH
2024;KOTA ADM. JAKARTA PUSAT;JOHAR BARU;KAMPUNG RAWA;RAWA INDAH CERIA
2024;KOTA ADM. JAKARTA PUSAT;JOHAR BARU;KAMPUNG RAWA;RASELA INDAH
2024;KOTA ADM. JAKARTA PUSAT;JOHAR BARU;GALUR;KOMANDO CERIA
2024;KOTA ADM. JAKARTA PUSAT;JOHAR BARU;GALUR;GEMPAR GEMILANG
2024;KOTA ADM. JAKARTA PUSAT;JOHAR BARU;TANAH TINGGI;PANDAWA
2024;KOTA ADM. JAKARTA PUSAT;JOHAR BARU;TANAH TINGGI;PULO GUNDUL
2024;KOTA ADM. JAKARTA PUSAT;JOHAR BARU;TANAH TINGGI;RUSTANTI
2024;KOTA ADM. JAKARTA UTARA;PENJARINGAN;PENJARINGAN;PENJARINGAN INDAH
2024;KOTA ADM. JAKARTA UTARA;PENJARINGAN;PENJARINGAN;RUSUN MUARA BARU
2024;KOTA ADM. JAKARTA UTARA;PENJARINGAN;KAMAL MUARA;KAMAL BAHARI
2024;KOTA ADM. JAKARTA UTARA;PENJARINGAN;KAPUK MUARA;VILLA KAPUK MAS 2
2024;KOTA ADM. JAKARTA UTARA;PENJARINGAN;KAPUK MUARA;RUSUN KAPUK MUARA
2024;KOTA ADM. JAKARTA UTARA;PENJARINGAN;PEJAGALAN;DHARMA SUCI
2024;KOTA ADM. JAKARTA UTARA;PENJARINGAN;PLUIT;ANGKE INTERAKTIF
2024;KOTA ADM. JAKARTA UTARA;PENJARINGAN;PLUIT;JAKPRO ASRI
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;SUNTER JAYA BERSERI
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;TUNAS HARAPAN
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;NIRMALA
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;SUNTER MAS
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;DANAU SUNTER
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;SUNTER INDAH
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;SUNTER HIJAU
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;PULO BESAR
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;PAPANGGO;LESTARI INDAH
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;PAPANGGO;GREEN BISMA
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;PAPANGGO;MANGGALA BISMA
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNGAI BAMBU;SUNGAI BAMBU
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;KEBON BAWANG;BAWANG PUTIH
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;SUTRA INDAH 3
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;SUTRA INDAH 4
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;SUTRA INDAH 1
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;KAMPUNG INDAH LESTARI
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;SUTRA INDAH 2
2024;KOTA ADM. JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;SUNTER MUARA
2024;KOTA ADM. JAKARTA UTARA;KOJA;KOJA;SINDANG RAYA
2024;KOTA ADM. JAKARTA UTARA;KOJA;TUGU UTARA;WALANG BARU
2024;KOTA ADM. JAKARTA UTARA;KOJA;TUGU UTARA;TUGU PERMAI
2024;KOTA ADM. JAKARTA UTARA;KOJA;TUGU UTARA;AMANAH
2024;KOTA ADM. JAKARTA UTARA;KOJA;TUGU UTARA;PERMATA
2024;KOTA ADM. JAKARTA UTARA;KOJA;RAWA BADAK UTARA;RAWA BADAK UTARA
2024;KOTA ADM. JAKARTA UTARA;KOJA;RAWA BADAK UTARA;RADAR PEMBANGUNAN
2024;KOTA ADM. JAKARTA UTARA;KOJA;RAWA BADAK SELATAN;RASELA
2024;KOTA ADM. JAKARTA UTARA;CILINCING;CILINCING;CILINCING BERSERI
2024;KOTA ADM. JAKARTA UTARA;CILINCING;SUKAPURA;MANUNGGAL JUANG
2024;KOTA ADM. JAKARTA UTARA;CILINCING;SUKAPURA;TAMAN PINUS
2024;KOTA ADM. JAKARTA UTARA;CILINCING;SUKAPURA;ANOA
2024;KOTA ADM. JAKARTA UTARA;CILINCING;MARUNDA;MARUNDA
2024;KOTA ADM. JAKARTA UTARA;CILINCING;MARUNDA;GREEN MARUNDA
2024;KOTA ADM. JAKARTA UTARA;CILINCING;MARUNDA;MUTIARA
2024;KOTA ADM. JAKARTA UTARA;CILINCING;MARUNDA;SIRIH KUNING
2024;KOTA ADM. JAKARTA UTARA;CILINCING;MARUNDA;AL ALAM
2024;KOTA ADM. JAKARTA UTARA;CILINCING;MARUNDA;SI PITUNG
2024;KOTA ADM. JAKARTA UTARA;CILINCING;MARUNDA;MANGROVE
2024;KOTA ADM. JAKARTA UTARA;CILINCING;MARUNDA;GABUS PUCUNG
2024;KOTA ADM. JAKARTA UTARA;CILINCING;ROROTAN;ROROTAN INDAH
2024;KOTA ADM. JAKARTA UTARA;CILINCING;ROROTAN;MALAKA ASRI
2024;KOTA ADM. JAKARTA UTARA;CILINCING;ROROTAN;PANCARONA
